E423
 1.0000000     0.0000000
 0.9923019     0.0037067
 0.9797581     0.0105614
 0.9658112     0.0183206
 0.9509692     0.0259386
 0.9349624     0.0331756
 0.9171375     0.0403327
 0.8972173     0.0476679
 0.8755873     0.0551921
 0.8527869     0.0627785
 0.8291847     0.0703411
 0.8050773     0.0778117
 0.7806930     0.0851371
 0.7561744     0.0922763
 0.7315865     0.0992086
 0.7069826     0.1059167
 0.6824303     0.1123732
 0.6579928     0.1185467
 0.6337136     0.1244055
 0.6096072     0.1299238
 0.5856967     0.1350771
 0.5620533     0.1398303
 0.5387807     0.1441275
 0.5159852     0.1479128
 0.4936715     0.1511350
 0.4716944     0.1537731
 0.4498995     0.1558352
 0.4282166     0.1573207
 0.4066266     0.1582283
 0.3851204     0.1585563
 0.3636988     0.1583029
 0.3423756     0.1574665
 0.3211727     0.1560444
 0.3001133     0.1540348
 0.2792118     0.1514354
 0.2584661     0.1482436
 0.2378991     0.1444674
 0.2175969     0.1401273
 0.1976750     0.1352442
 0.1782457     0.1298417
 0.1594175     0.1239441
 0.1413012     0.1175859
 0.1240310     0.1108226
 0.1077597     0.1037303
 0.0926362     0.0964078
 0.0788029     0.0889760
 0.0663669     0.0815724
 0.0553795     0.0743273
 0.0458158     0.0673491
 0.0375985     0.0607176
 0.0306016     0.0544764
 0.0246807     0.0486327
 0.0196830     0.0431717
 0.0154836     0.0380672
 0.0119704     0.0332936
 0.0090458     0.0288225
 0.0066324     0.0246190
 0.0046585     0.0206453
 0.0030686     0.0168702
 0.0018322     0.0132807
 0.0009231     0.0098744
 0.0003148     0.0066509
 0.0000061     0.0035997
 0.0000117     0.0006678
 0.0003633    -0.0022148
 0.0011643    -0.0050157
 0.0026746    -0.0075293
 0.0051135    -0.0093681
 0.0080277    -0.0108019
 0.0113085    -0.0119899
 0.0149546    -0.0129908
 0.0190144    -0.0138027
 0.0235731    -0.0144184
 0.0287353    -0.0148404
 0.0346170    -0.0150804
 0.0413706    -0.0150994
 0.0491905    -0.0148337
 0.0583454    -0.0142092
 0.0692091    -0.0131127
 0.0821959    -0.0114171
 0.0976346    -0.0089904
 0.1156487    -0.0057264
 0.1362923    -0.0015952
 0.1591702     0.0032381
 0.1832252     0.0083711
 0.2075832     0.0134120
 0.2319286     0.0181958
 0.2561802     0.0226624
 0.2803431     0.0267891
 0.3043881     0.0305566
 0.3282677     0.0339389
 0.3520004     0.0369156
 0.3756847     0.0394817
 0.3994447     0.0416562
 0.4233903     0.0434553
 0.4476096     0.0448987
 0.4721356     0.0460164
 0.4969211     0.0468360
 0.5218687     0.0473695
 0.5468991     0.0476244
 0.5719639     0.0476074
 0.5970217     0.0473173
 0.6220216     0.0467525
 0.6469181     0.0459061
 0.6717052     0.0447655
 0.6964184     0.0433205
 0.7211081     0.0415674
 0.7458223     0.0395030
 0.7705910     0.0371333
 0.7954006     0.0344717
 0.8201933     0.0315304
 0.8448795     0.0283229
 0.8693523     0.0248604
 0.8934972     0.0211569
 0.9170105     0.0172738
 0.9392508     0.0133296
 0.9594411     0.0094631
 0.9769415     0.0057954
 0.9916023     0.0023122
 1.0000000     0.0000000
