14
 1.0000003     0.0045805
 0.9927998     0.0095306
 0.9798868     0.0182374
 0.9635133     0.0289626
 0.9445391     0.0409532
 0.9234891     0.0537074
 0.9007359     0.0668481
 0.8765665     0.0800752
 0.8512135     0.0931433
 0.8248722     0.1058490
 0.7977114     0.1180234
 0.7698791     0.1295263
 0.7415077     0.1402428
 0.7127171     0.1500805
 0.6836166     0.1589670
 0.6543071     0.1668483
 0.6248820     0.1736866
 0.5954290     0.1794595
 0.5660299     0.1841577
 0.5367622     0.1877845
 0.5076992     0.1903538
 0.4789107     0.1918890
 0.4504629     0.1924210
 0.4224196     0.1919857
 0.3948414     0.1906234
 0.3677871     0.1883793
 0.3413130     0.1853012
 0.3154733     0.1814384
 0.2903207     0.1768445
 0.2659060     0.1715726
 0.2422786     0.1656786
 0.2194862     0.1592177
 0.1975754     0.1522467
 0.1765915     0.1448111
 0.1565785     0.1369262
 0.1375794     0.1285928
 0.1196363     0.1198093
 0.1027901     0.1105862
 0.0870809     0.1009583
 0.0725478     0.0909989
 0.0592293     0.0808127
 0.0471631     0.0705498
 0.0363859     0.0603215
 0.0269340     0.0503703
 0.0188430     0.0405593
 0.0121476     0.0315903
 0.0068822     0.0224339
 0.0030804     0.0145887
 0.0007755     0.0071012
 0.0000003    -0.0004124
 0.0007755    -0.0067725
 0.0030804    -0.0107039
 0.0068822    -0.0153882
 0.0121476    -0.0182918
 0.0188430    -0.0204908
 0.0269341    -0.0217324
 0.0363859    -0.0220791
 0.0471631    -0.0215028
 0.0592294    -0.0200026
 0.0725478    -0.0175633
 0.0870809    -0.0141916
 0.1027901    -0.0099227
 0.1196363    -0.0048352
 0.1375795     0.0009530
 0.1565785     0.0072970
 0.1765915     0.0140404
 0.1975754     0.0210271
 0.2194862     0.0281173
 0.2422786     0.0352028
 0.2659060     0.0421889
 0.2903207     0.0489837
 0.3154733     0.0554974
 0.3413130     0.0616466
 0.3677871     0.0673493
 0.3948415     0.0725320
 0.4224196     0.0771219
 0.4504629     0.0810518
 0.4789107     0.0842611
 0.5076992     0.0866951
 0.5367622     0.0883054
 0.5660299     0.0890522
 0.5954290     0.0889058
 0.6248820     0.0878481
 0.6543071     0.0858731
 0.6836166     0.0829885
 0.7127171     0.0792161
 0.7415077     0.0745930
 0.7698791     0.0691727
 0.7977113     0.0630257
 0.8248722     0.0562408
 0.8512134     0.0489263
 0.8765665     0.0412117
 0.9007359     0.0332504
 0.9234891     0.0252233
 0.9445391     0.0173457
 0.9635133     0.0098805
 0.9798868     0.0031662
 0.9927998    -0.0023035
 1.0000003    -0.0054195
